2 
FINITE ELEMENT MODEL FOR SHOCKWAVE 
MODEL WITH 814 TRIANGULAR ELEMENTS AND 461 NODES 
NELEM     NPOIN    NBOUN     NITER     NSHOW	
814 461 106 3000 10 
 GAMMA	
1.400000e+00 
NODAL COORDINATES AND INITIAL CONDITIONS [  ]:
392 2.823711 1.229086 1.000000 1.000000 0.000000 0.978400 
393 2.621798 1.229596 1.000000 1.000000 0.000000 0.978400 
394 2.420028 1.226843 1.000000 1.000000 0.000000 0.978400 
395 2.218188 1.223690 1.000000 1.000000 0.000000 0.978400 
396 2.017314 1.225191 1.000000 1.000000 0.000000 0.978400 
397 1.818350 1.230170 1.000000 1.000000 0.000000 0.978400 
398 1.619527 1.235142 1.000000 1.000000 0.000000 0.978400 
399 1.420521 1.239763 1.000000 1.000000 0.000000 0.978400 
400 1.221889 1.241745 1.000000 1.000000 0.000000 0.978400 
401 1.020950 1.242390 1.000000 1.000000 0.000000 0.978400 
402 0.809647 1.236020 1.000000 1.000000 0.000000 0.978400 
403 0.569310 1.213618 1.000000 1.000000 0.000000 0.978400 
404 5.561231 0.989976 1.000000 1.000000 0.000000 0.978400 
405 5.363606 0.997545 1.000000 1.000000 0.000000 0.978400 
406 5.164557 1.000407 1.000000 1.000000 0.000000 0.978400 
407 4.964715 1.000690 1.000000 1.000000 0.000000 0.978400 
408 4.764716 1.000490 1.000000 1.000000 0.000000 0.978400 
409 4.564716 1.000333 1.000000 1.000000 0.000000 0.978400 
410 4.363557 0.999764 1.000000 1.000000 0.000000 0.978400 
411 4.155535 0.996980 1.000000 1.000000 0.000000 0.978400 
412 3.921266 0.989167 1.000000 1.000000 0.000000 0.978400 
413 3.737592 1.076775 1.000000 1.000000 0.000000 0.978400 
414 3.574656 1.040960 1.000000 1.000000 0.000000 0.978400 
415 3.376630 1.022992 1.000000 1.000000 0.000000 0.978400 
416 3.172120 1.029141 1.000000 1.000000 0.000000 0.978400 
417 2.970892 1.038486 1.000000 1.000000 0.000000 0.978400 
418 2.769783 1.043756 1.000000 1.000000 0.000000 0.978400 
419 2.567533 1.041073 1.000000 1.000000 0.000000 0.978400 
420 2.365191 1.030072 1.000000 1.000000 0.000000 0.978400 
421 2.160343 1.020195 1.000000 1.000000 0.000000 0.978400 
422 1.955872 1.030706 1.000000 1.000000 0.000000 0.978400 
423 1.756547 1.044486 1.000000 1.000000 0.000000 0.978400 
424 1.559095 1.053186 1.000000 1.000000 0.000000 0.978400 
425 1.364607 1.061846 1.000000 1.000000 0.000000 0.978400 
426 1.168135 1.060205 1.000000 1.000000 0.000000 0.978400 
427 0.964687 1.054910 1.000000 1.000000 0.000000 0.978400 
428 0.754759 1.034714 1.000000 1.000000 0.000000 0.978400 
429 0.545134 0.988628 1.000000 1.000000 0.000000 0.978400 
430 0.497049 0.813433 1.000000 1.000000 0.000000 0.978400 
431 0.542540 0.600324 1.000000 1.000000 0.000000 0.978400 
432 0.758440 0.574685 1.000000 1.000000 0.000000 0.978400 
433 0.944319 0.547688 1.000000 1.000000 0.000000 0.978400 
434 1.138992 0.540635 1.000000 1.000000 0.000000 0.978400 
435 1.347575 0.535656 1.000000 1.000000 0.000000 0.978400 
436 1.534555 0.525842 1.000000 1.000000 0.000000 0.978400 
437 1.687830 0.614454 1.000000 1.000000 0.000000 0.978400 
438 1.880694 0.693502 1.000000 1.000000 0.000000 0.978400 
439 2.077012 0.800691 1.000000 1.000000 0.000000 0.978400 
440 2.310223 0.828059 1.000000 1.000000 0.000000 0.978400 
441 2.508259 0.857689 1.000000 1.000000 0.000000 0.978400 
442 3.731163 0.896354 1.000000 1.000000 0.000000 0.978400 
443 5.759331 0.983889 1.000000 1.000000 0.000000 0.978400 
444 5.956956 0.976165 1.000000 1.000000 0.000000 0.978400 
445 6.156005 0.973028 1.000000 1.000000 0.000000 0.978400 
446 6.357803 0.971817 1.000000 1.000000 0.000000 0.978400 
447 6.565248 0.970090 1.000000 1.000000 0.000000 0.978400 
448 6.779800 0.958668 1.000000 1.000000 0.000000 0.978400 
449 7.018857 0.972576 1.000000 1.000000 0.000000 0.978400 
450 6.856084 1.126376 1.000000 1.000000 0.000000 0.978400 
451 1.870945 0.880399 1.000000 1.000000 0.000000 0.978400 
452 1.672276 0.841885 1.000000 1.000000 0.000000 0.978400 
453 1.474280 0.910966 1.000000 1.000000 0.000000 0.978400 
454 1.301035 0.887941 1.000000 1.000000 0.000000 0.978400 
455 1.100598 0.882423 1.000000 1.000000 0.000000 0.978400 
456 0.901854 0.868566 1.000000 1.000000 0.000000 0.978400 
457 0.693716 0.804461 1.000000 1.000000 0.000000 0.978400 
458 0.861657 0.704527 1.000000 1.000000 0.000000 0.978400 
459 1.025163 0.711389 1.000000 1.000000 0.000000 0.978400 
460 1.224715 0.712362 1.000000 1.000000 0.000000 0.978400 
461 1.462914 0.717676 1.000000 1.000000 0.000000 0.978400 
 ELEMENT NODAL CONNECTIONS [   ]:
1 20 21  107
2 107 21  108
3 108 21  16
4 108 16  23
5 108 23  109
6 109 23  24
7 109 24  110
8 110 24  25
9 110 25  111
10 111 25  26
11 111 26  112
12 112 26  27
13 112 27  113
14 113 27  28
15 113 28  114
16 114 28  29
17 114 29  115
18 115 29  30
19 115 30  116
20 116 30  31
21 116 31  117
22 117 31  32
23 117 32  118
24 118 32  33
25 118 33  119
26 119 33  34
27 119 34  120
28 120 34  35
29 120 35  121
30 121 35  36
31 121 36  122
32 122 36  37
33 122 37  123
34 123 37  38
35 123 38  124
36 124 38  39
37 124 39  125
38 125 39  40
39 125 40  126
40 126 40  41
41 126 41  127
42 127 41  42
43 127 42  128
44 128 42  43
45 128 43  129
46 129 43  44
47 46 130  44
48 46 44  22
49 44 130  129
50 130 46  47
51 130 47  48
52 130 48  131
53 131 48  49
54 131 49  132
55 132 49  50
56 132 50  133
57 133 50  51
58 133 51  134
59 134 51  52
60 134 52  135
61 135 52  53
62 135 53  136
63 136 53  54
64 136 54  137
65 137 54  55
66 137 55  57
67 57 55  45
68 137 57  138
69 138 57  58
70 59 139  58
71 58 139  138
72 139 59  140
73 140 59  60
74 61 141  60
75 60 141  140
76 141 61  142
77 142 61  62
78 142 62  63
79 142 63  143
80 143 63  64
81 143 64  144
82 144 64  65
83 144 65  145
84 145 65  66
85 145 66  146
86 146 66  67
87 146 67  147
88 147 67  68
89 147 68  148
90 148 68  69
91 148 69  149
92 149 69  70
93 149 70  150
94 150 70  71
95 150 71  151
96 151 71  72
97 151 72  152
98 152 72  73
99 152 73  153
100 153 73  74
101 153 74  154
102 154 74  75
103 154 75  155
104 155 75  76
105 155 76  156
106 156 76  77
107 156 77  157
108 157 77  78
109 157 78  158
110 158 78  79
111 158 79  159
112 159 79  80
113 159 80  160
114 160 80  81
115 160 81  161
116 161 81  82
117 161 82  162
118 162 82  83
119 162 83  163
120 163 83  84
121 163 84  164
122 164 84  85
123 164 85  165
124 165 85  86
125 165 86  166
126 166 86  87
127 166 87  167
128 167 87  88
129 167 88  168
130 168 88  89
131 168 89  169
132 169 89  90
133 169 90  170
134 170 90  91
135 170 91  171
136 171 91  92
137 171 92  172
138 172 92  93
139 172 93  173
140 173 93  94
141 173 94  174
142 174 94  95
143 174 95  175
144 175 95  96
145 175 96  97
146 97 96  56
147 175 97  98
148 18 19  176
149 176 19  107
150 107 19  20
151 17 18  177
152 177 18  176
153 177 176  178
154 178 176  179
155 179 176  107
156 179 107  180
157 180 107  108
158 180 108  181
159 181 108  109
160 181 109  182
161 182 109  110
162 182 110  183
163 183 110  111
164 183 111  184
165 184 111  112
166 184 112  185
167 185 112  113
168 185 113  186
169 186 113  114
170 186 114  187
171 187 114  115
172 187 115  188
173 188 115  116
174 188 116  189
175 189 116  117
176 189 117  190
177 190 117  118
178 190 118  191
179 191 118  119
180 191 119  192
181 192 119  120
182 192 120  193
183 193 120  121
184 193 121  194
185 194 121  122
186 194 122  195
187 195 122  123
188 195 123  196
189 196 123  124
190 196 124  197
191 197 124  125
192 197 125  198
193 198 125  126
194 198 126  199
195 199 126  127
196 199 127  200
197 200 127  128
198 200 128  201
199 201 128  129
200 201 129  131
201 131 129  130
202 201 131  202
203 202 131  132
204 202 132  203
205 203 132  133
206 203 133  204
207 204 133  134
208 204 134  205
209 205 134  135
210 205 135  206
211 206 135  136
212 206 136  207
213 207 136  137
214 207 137  138
215 207 138  139
216 207 139  208
217 208 139  140
218 208 140  209
219 209 140  141
220 209 141  210
221 142 211  141
222 141 211  210
223 211 142  143
224 211 143  212
225 212 143  144
226 212 144  213
227 213 144  145
228 213 145  214
229 214 145  146
230 214 146  215
231 215 146  147
232 215 147  216
233 216 147  148
234 216 148  217
235 217 148  149
236 217 149  218
237 218 149  150
238 218 150  219
239 219 150  151
240 219 151  220
241 220 151  152
242 220 152  221
243 221 152  153
244 221 153  222
245 222 153  154
246 222 154  223
247 223 154  155
248 223 155  224
249 224 155  156
250 224 156  225
251 225 156  157
252 225 157  226
253 226 157  158
254 226 158  227
255 227 158  159
256 227 159  228
257 228 159  160
258 228 160  229
259 229 160  161
260 229 161  230
261 230 161  162
262 230 162  231
263 231 162  163
264 231 163  232
265 232 163  164
266 232 164  233
267 233 164  165
268 233 165  234
269 234 165  166
270 234 166  235
271 235 166  167
272 235 167  236
273 236 167  168
274 236 168  237
275 237 168  169
276 237 169  238
277 238 169  170
278 238 170  239
279 239 170  171
280 239 171  240
281 240 171  172
282 240 172  241
283 241 172  173
284 241 173  242
285 242 173  174
286 242 174  243
287 175 244  174
288 174 244  243
289 244 175  98
290 244 98  99
291 244 99  245
292 245 99  100
293 245 100  246
294 246 100  101
295 246 101  247
296 247 101  102
297 247 102  248
298 248 102  103
299 248 103  249
300 249 103  104
301 249 104  250
302 250 104  105
303 250 105  251
304 251 105  106
305 251 106  3
306 3 106  1
307 251 3  4
308 251 4  252
309 252 4  5
310 252 5  253
311 253 5  6
312 253 6  254
313 254 6  7
314 254 7  255
315 255 7  8
316 255 8  256
317 256 8  9
318 256 9  257
319 257 9  2
320 257 2  258
321 258 2  11
322 11 12  258
323 258 12  259
324 259 12  13
325 259 13  260
326 260 13  14
327 260 14  261
328 261 14  15
329 261 15  262
330 262 15  10
331 262 10  263
332 10 17  263
333 263 17  177
334 263 177  264
335 264 177  178
336 264 178  265
337 265 178  266
338 266 178  179
339 266 179  267
340 267 179  180
341 267 180  268
342 268 180  181
343 268 181  269
344 269 181  182
345 269 182  270
346 270 182  183
347 270 183  271
348 271 183  184
349 271 184  272
350 272 184  185
351 272 185  273
352 273 185  186
353 273 186  274
354 274 186  187
355 274 187  275
356 275 187  188
357 275 188  276
358 276 188  189
359 276 189  277
360 277 189  190
361 277 190  278
362 278 190  191
363 278 191  279
364 279 191  192
365 279 192  280
366 280 192  193
367 280 193  281
368 281 193  194
369 281 194  282
370 282 194  195
371 282 195  283
372 283 195  196
373 283 196  284
374 284 196  197
375 284 197  285
376 285 197  198
377 285 198  286
378 286 198  199
379 286 199  287
380 287 199  200
381 287 200  288
382 288 200  201
383 288 201  202
384 288 202  203
385 288 203  289
386 289 203  204
387 289 204  290
388 290 204  205
389 290 205  291
390 291 205  206
391 291 206  292
392 292 206  207
393 292 207  208
394 292 208  293
395 293 208  209
396 293 209  210
397 293 210  294
398 294 210  295
399 295 210  211
400 295 211  212
401 295 212  296
402 296 212  213
403 296 213  297
404 297 213  214
405 297 214  298
406 298 214  215
407 298 215  299
408 299 215  216
409 299 216  300
410 300 216  217
411 300 217  301
412 301 217  218
413 301 218  302
414 302 218  219
415 302 219  303
416 303 219  220
417 303 220  304
418 304 220  221
419 304 221  305
420 305 221  222
421 305 222  306
422 306 222  223
423 306 223  307
424 307 223  224
425 307 224  308
426 308 224  225
427 308 225  309
428 309 225  226
429 309 226  310
430 310 226  227
431 310 227  311
432 311 227  228
433 311 228  312
434 312 228  229
435 312 229  313
436 313 229  230
437 313 230  314
438 314 230  231
439 314 231  315
440 315 231  232
441 315 232  316
442 316 232  233
443 316 233  317
444 317 233  234
445 317 234  318
446 318 234  235
447 318 235  319
448 319 235  236
449 319 236  320
450 320 236  237
451 320 237  321
452 321 237  238
453 321 238  322
454 322 238  239
455 322 239  323
456 323 239  240
457 323 240  324
458 324 240  241
459 324 241  325
460 325 241  242
461 325 242  326
462 326 242  243
463 326 243  327
464 327 243  245
465 245 243  244
466 327 245  328
467 328 245  246
468 328 246  329
469 329 246  247
470 329 247  330
471 330 247  248
472 330 248  331
473 331 248  249
474 331 249  332
475 332 249  250
476 332 250  252
477 252 250  251
478 332 252  333
479 333 252  253
480 333 253  334
481 334 253  254
482 334 254  335
483 335 254  255
484 335 255  336
485 336 255  256
486 336 256  337
487 337 256  257
488 337 257  338
489 338 257  258
490 338 258  259
491 338 259  339
492 339 259  260
493 339 260  340
494 340 260  261
495 340 261  341
496 341 261  262
497 341 262  342
498 342 262  263
499 342 263  343
500 343 263  264
501 343 264  344
502 344 264  265
503 344 265  345
504 345 265  346
505 346 265  266
506 346 266  347
507 347 266  267
508 347 267  348
509 348 267  268
510 348 268  349
511 349 268  269
512 349 269  350
513 350 269  270
514 350 270  351
515 351 270  271
516 351 271  352
517 352 271  272
518 352 272  353
519 353 272  273
520 353 273  354
521 354 273  274
522 354 274  355
523 355 274  275
524 355 275  356
525 356 275  276
526 356 276  357
527 357 276  277
528 357 277  358
529 358 277  278
530 358 278  359
531 359 278  279
532 359 279  360
533 360 279  280
534 360 280  361
535 361 280  281
536 361 281  362
537 362 281  282
538 362 282  363
539 363 282  283
540 363 283  364
541 364 283  284
542 364 284  365
543 365 284  285
544 365 285  366
545 366 285  286
546 366 286  367
547 367 286  287
548 367 287  289
549 289 287  288
550 367 289  368
551 368 289  290
552 368 290  369
553 369 290  291
554 369 291  370
555 370 291  292
556 370 292  293
557 370 293  294
558 370 294  371
559 295 372  294
560 294 372  371
561 372 295  296
562 372 296  373
563 373 296  297
564 373 297  374
565 374 297  298
566 374 298  375
567 375 298  299
568 375 299  376
569 376 299  300
570 376 300  377
571 377 300  301
572 377 301  378
573 378 301  302
574 378 302  379
575 379 302  303
576 379 303  380
577 380 303  304
578 380 304  381
579 381 304  305
580 381 305  382
581 382 305  306
582 382 306  383
583 383 306  307
584 383 307  384
585 384 307  308
586 384 308  385
587 385 308  309
588 385 309  386
589 386 309  310
590 386 310  387
591 387 310  311
592 387 311  388
593 388 311  312
594 388 312  389
595 389 312  313
596 389 313  390
597 390 313  314
598 390 314  391
599 391 314  315
600 391 315  392
601 392 315  316
602 392 316  393
603 393 316  317
604 393 317  394
605 394 317  318
606 394 318  395
607 395 318  319
608 395 319  396
609 396 319  320
610 396 320  397
611 397 320  321
612 397 321  398
613 398 321  322
614 398 322  399
615 399 322  323
616 399 323  400
617 400 323  324
618 400 324  401
619 401 324  325
620 401 325  402
621 402 325  326
622 402 326  403
623 403 326  327
624 403 327  328
625 403 328  329
626 378 379  404
627 404 379  405
628 405 379  380
629 405 380  406
630 406 380  381
631 406 381  407
632 407 381  382
633 407 382  408
634 408 382  383
635 408 383  409
636 409 383  384
637 409 384  410
638 410 384  385
639 410 385  411
640 411 385  386
641 411 386  412
642 412 386  387
643 412 387  413
644 413 387  388
645 413 388  414
646 414 388  389
647 414 389  415
648 415 389  390
649 415 390  416
650 416 390  391
651 416 391  417
652 417 391  392
653 417 392  418
654 418 392  393
655 418 393  419
656 419 393  394
657 419 394  420
658 420 394  395
659 420 395  421
660 421 395  396
661 421 396  422
662 422 396  397
663 422 397  423
664 423 397  398
665 423 398  424
666 424 398  399
667 424 399  425
668 425 399  400
669 425 400  426
670 426 400  401
671 426 401  427
672 427 401  402
673 427 402  428
674 428 402  403
675 428 403  429
676 429 403  329
677 429 329  330
678 429 330  430
679 430 330  331
680 430 331  431
681 431 331  332
682 431 332  333
683 431 333  334
684 431 334  432
685 432 334  335
686 432 335  433
687 433 335  336
688 433 336  434
689 434 336  337
690 434 337  435
691 435 337  338
692 435 338  436
693 436 338  339
694 436 339  437
695 437 339  340
696 437 340  438
697 438 340  341
698 438 341  439
699 439 341  342
700 439 342  440
701 440 342  343
702 440 343  441
703 441 343  344
704 441 344  345
705 441 345  419
706 419 345  418
707 418 345  346
708 418 346  417
709 417 346  347
710 417 347  416
711 416 347  348
712 416 348  415
713 415 348  349
714 415 349  414
715 414 349  442
716 442 349  350
717 442 350  351
718 442 351  412
719 412 351  352
720 412 352  411
721 411 352  353
722 411 353  410
723 410 353  354
724 410 354  409
725 409 354  355
726 409 355  408
727 408 355  356
728 408 356  407
729 407 356  357
730 407 357  406
731 406 357  358
732 406 358  405
733 405 358  359
734 405 359  404
735 404 359  360
736 404 360  443
737 443 360  361
738 443 361  444
739 444 361  362
740 444 362  445
741 445 362  363
742 445 363  446
743 446 363  364
744 446 364  447
745 447 364  365
746 447 365  448
747 448 365  366
748 448 366  449
749 449 366  367
750 449 367  368
751 449 368  369
752 449 369  371
753 371 369  370
754 449 371  450
755 450 371  372
756 450 372  373
757 450 373  448
758 448 373  447
759 447 373  374
760 447 374  446
761 446 374  375
762 446 375  445
763 445 375  376
764 445 376  444
765 444 376  377
766 444 377  443
767 443 377  378
768 443 378  404
769 450 448  449
770 442 412  413
771 442 413  414
772 441 419  420
773 441 420  440
774 440 420  421
775 440 421  439
776 439 421  422
777 439 422  451
778 451 422  423
779 451 423  452
780 452 423  424
781 452 424  453
782 453 424  425
783 453 425  454
784 454 425  426
785 454 426  455
786 455 426  427
787 455 427  456
788 456 427  428
789 456 428  457
790 457 428  429
791 457 429  430
792 431 432  430
793 430 432  457
794 457 432  458
795 458 432  433
796 458 433  459
797 459 433  434
798 459 434  460
799 460 434  435
800 460 435  461
801 461 435  436
802 461 436  437
803 452 453  437
804 452 437  438
805 452 438  451
806 451 438  439
807 437 453  461
808 461 453  454
809 461 454  460
810 460 454  455
811 460 455  459
812 459 455  456
813 459 456  458
814 458 456  457
 ELEMENT NODAL CONNECTIONS FOR BOUNDARY CONDITIONS [  ]:	
 1 3 306 3 
 106 1 306 1 
 9 2 319 3 
 2 11 321 3 
 3 4 307 3 
 4 5 309 3 
 5 6 311 3 
 6 7 313 3 
 7 8 315 3 
 8 9 317 3 
 15 10 330 3 
 10 17 332 3 
 11 12 322 3 
 12 13 324 3 
 13 14 326 3 
 14 15 328 3 
 21 16 3 3 
 16 23 4 3 
 17 18 151 3 
 18 19 148 3 
 19 20 150 3 
 20 21 1 3 
 22 46 48 2 
 44 22 48 3 
 23 24 6 3 
 24 25 8 3 
 25 26 10 3 
 26 27 12 3 
 27 28 14 3 
 28 29 16 3 
 29 30 18 3 
 30 31 20 3 
 31 32 22 3 
 32 33 24 3 
 33 34 26 3 
 34 35 28 3 
 35 36 30 3 
 36 37 32 3 
 37 38 34 3 
 38 39 36 3 
 39 40 38 3 
 40 41 40 3 
 41 42 42 3 
 42 43 44 3 
 43 44 46 3 
 45 57 67 3 
 55 45 67 2 
 46 47 50 2 
 47 48 51 2 
 48 49 53 2 
 49 50 55 2 
 50 51 57 2 
 51 52 59 2 
 52 53 61 2 
 53 54 63 2 
 54 55 65 2 
 56 97 146 1 
 96 56 146 3 
 57 58 69 3 
 58 59 70 3 
 59 60 73 3 
 60 61 74 3 
 61 62 77 3 
 62 63 78 3 
 63 64 80 3 
 64 65 82 3 
 65 66 84 3 
 66 67 86 3 
 67 68 88 3 
 68 69 90 3 
 69 70 92 3 
 70 71 94 3 
 71 72 96 3 
 72 73 98 3 
 73 74 100 3 
 74 75 102 3 
 75 76 104 3 
 76 77 106 3 
 77 78 108 3 
 78 79 110 3 
 79 80 112 3 
 80 81 114 3 
 81 82 116 3 
 82 83 118 3 
 83 84 120 3 
 84 85 122 3 
 85 86 124 3 
 86 87 126 3 
 87 88 128 3 
 88 89 130 3 
 89 90 132 3 
 90 91 134 3 
 91 92 136 3 
 92 93 138 3 
 93 94 140 3 
 94 95 142 3 
 95 96 144 3 
 97 98 147 1 
 98 99 290 1 
 99 100 292 1 
 100 101 294 1 
 101 102 296 1 
 102 103 298 1 
 103 104 300 1 
 104 105 302 1 
 105 106 304 1 
